ticker,name,industry,mcap,tier,quality,growth,structural,revision,valuation,rerating,score100,px,vs200,vs_hi2y,yoy3,accel,rev12m_g,eps4,eps_g,q_eps_yoy,roe,roic,gm_now,gm_chg,gm_5y_med,opm_chg,fcf_margin,ocf_ni,capex_g,capex_rev,nd_ebitda,cap_chg,pe,pe_pct5y,pe_p25,pe_p50,pe_p75,forward_pe,peg,eps_annual,eps_5y_med,cyclical_sector,cycle_peak_risk,normalized_eps,normalized_pe,gm_jump,eps_fy1,eps_fy2,eps_fy3,eps_source,eps_confidence,eps_cagr_3y,eps_rev_1m,eps_rev_3m,rev_source,analyst_up,analyst_down,next_platform_score,new_capacity_score,new_product_mix,order_visibility,tam_score,structural_score,structural_source,quali_filled,evidence_ok,sources,rerating_bm,rerating_nm,rerating_room,rerating_score,required_pe_for_2x,double_verdict,bear_target,base_target,bull_target,bear_upside,base_upside,bull_upside,down_up_ratio,scenario_source,reward_risk,doublebagger_base,doublebagger_bull,refresh_priority,refresh_reason,horizon_complete,gpt_action,evidence_count,fresh_evidence_count,avg_confidence,stale_ratio,evidence_coverage,why,risk,action_signal,signal_reason,held,holding_note,thesis_status,thesis_note
8299,群聯,半導體,0,CYCLE,16,20,6,8,7,3,60,2025.8,,,326.6,117.4,189.2,220.2,812.2,3193.6,67.4,36.9,50.4,20.4,31.6,18.7,-22.4,-0.62,94.9,3.0,-0.05,8.0,9.2,20.0,9.9,15.2,34.3,10.8,,"{""2021"": 41.34, ""2022"": 27.68, ""2023"": 18.43, ""2024"": 39.0, ""2025"": 41.96}",39.0,True,True,39.0,51.9,18.8,187.17,113.08,39.0,proxy:cycle→normalized,proxy,-43.8,0,117.4,proxy,,,0,4,2,0,0,6,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,103.9,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,269.0,593.0,1538.0,-87.0,-71.0,-24.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+327%、加速+117pp、ROE67%,週期高峰、現金流背離、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,True,持1000股@1990，+1.8%，防守線1850,,
2637,慧洋-KY,航運,567.0,CYCLE,16,20,3.5,10,8,1,58.5,99.8,37.6,-2.2,49.7,15.7,23.7,8.98,115.3,301.6,13.9,7.7,34.1,11.7,31.7,11.6,89.9,4.02,18.9,12.2,0.97,0.0,11.1,67.0,6.4,10.0,12.9,7.8,0.32,"{""2021"": 11.05, ""2022"": 14.17, ""2023"": 4.37, ""2024"": 8.08, ""2025"": 5.27}",8.08,True,False,8.08,12.4,2.4,12.73,15.39,17.33,proxy:raw82%→g1=42%衰減,proxy,24.5,184.7,15.7,proxy,,,0,1.5,2,0,0,3.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,11.5,合理(≤PE p75)(proxy EPS),83.0,173.0,257.0,-17.0,74.0,158.0,0.23,auto,4.42,False,True,8,無證據帳本,False,,,,,,,營收+50%、加速+16pp、FCF90%、翻倍PE合理,待質化,WATCH,分數<65,False,,,
2606,裕民,航運,543.0,CYCLE,15,20,2,10,9,2,58,78.2,27.3,0.0,34.5,10.3,18.5,6.78,70.8,203.9,14.8,6.7,34.5,6.9,29.6,6.0,58.9,3.9,-22.3,41.1,1.44,0.0,11.5,44.0,10.3,12.0,14.3,8.5,0.41,"{""2021"": 5.79, ""2022"": 5.21, ""2023"": 3.25, ""2024"": 5.54, ""2025"": 4.31}",5.21,True,False,5.21,15.0,4.9,9.17,10.78,11.92,proxy:raw53%→g1=35%衰減,proxy,20.7,133.1,10.3,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,13.1,合理(≤PE p75)(proxy EPS),92.0,143.0,196.0,18.0,83.0,151.0,,auto,9.9,False,True,8,無證據帳本,False,,,,,,,營收+34%、加速+10pp、FCF59%、翻倍PE合理,待質化,WATCH,分數<65,False,,,
6753,龍德造船,航運,165.0,CYCLE,17,20,2,10,6,3,58,137.5,3.1,-31.8,34.2,17.7,13.7,10.54,173.1,683.7,25.3,28.3,29.6,12.5,18.4,11.2,-26.6,0.22,-14.7,31.2,-0.61,8.8,13.1,0.0,17.8,20.5,27.8,15.3,,"{""2023"": 5.47, ""2024"": 6.27, ""2025"": 5.97}",5.97,True,True,5.97,23.0,11.2,8.96,7.46,5.97,proxy:cycle→normalized,proxy,-17.3,126.9,17.7,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,46.1,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,59.0,122.0,191.0,-57.0,-11.0,39.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+34%、加速+18pp、ROE25%,週期高峰、現金流背離、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
2031,新光鋼,鋼鐵,127.0,CYCLE,15,19,6,5,10,3,58,45.0,17.9,-17.2,23.4,39.7,-1.5,6.46,999,60.6,18.1,4.2,12.0,4.7,9.1,3.0,21.1,3.0,192.9,3.2,6.48,0.0,7.0,11.0,8.0,10.1,16.2,5.1,0.23,"{""2021"": 8.64, ""2022"": 1.24, ""2023"": 5.15, ""2024"": 4.5, ""2025"": 3.29}",4.5,True,False,4.5,10.0,2.9,8.91,10.6,11.81,proxy:raw62%→g1=38%衰減,proxy,22.3,-239.4,39.7,proxy,,,0,4,2,0,0,6,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,7.6,合理(≤PE中位)(proxy EPS),62.0,119.0,220.0,38.0,165.0,389.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,加速+40pp、FCF21%、翻倍PE合理,待質化,WATCH,分數<65,False,,,
2006,東和鋼鐵,鋼鐵,487.0,CYCLE,20,13,4,10,8,1,56,81.6,17.7,-7.8,12.7,12.4,0.0,7.53,24.5,59.6,16.4,12.4,15.7,1.4,14.5,1.1,31.6,3.99,24.3,4.9,0.63,0.0,10.8,58.0,8.8,10.7,11.4,9.3,0.98,"{""2021"": 5.95, ""2022"": 5.47, ""2023"": 6.47, ""2024"": 6.13, ""2025"": 6.47}",6.13,True,False,6.13,13.3,1.2,8.74,9.43,9.89,proxy:raw19%→g1=16%衰減,proxy,9.5,35.1,12.4,proxy,,,0,3,1,0,0,4,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,16.5,淘汰(PE不合理)(proxy EPS),65.0,106.0,130.0,-20.0,30.0,59.0,0.67,auto,1.48,False,False,8,無證據帳本,False,,,,,,,加速+12pp、FCF32%,翻倍需PE過高、待質化,WATCH,分數<65,False,,,
2605,新興,航運,208.0,CYCLE,20,20,2,4,7,3,56,35.8,16.4,-14.4,34.5,-4.4,26.9,4.9,400.0,1405.0,16.2,8.6,39.7,20.8,25.3,17.5,118.2,3.97,-77.8,16.4,-0.88,0.0,7.3,1.0,15.1,25.2,36.7,8.6,,"{""2021"": 1.21, ""2022"": 0.34, ""2023"": 0.76, ""2024"": 2.56, ""2025"": 1.45}",1.21,True,True,1.21,29.6,14.4,4.17,2.69,1.21,proxy:cycle→normalized,proxy,-37.3,0,-4.4,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,59.2,需Re-rating(proxy EPS)｜週期:用Normalized,7.0,30.0,51.0,-81.0,-15.0,43.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+34%、FCF118%,週期高峰、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
4967,十銓,半導體,253.0,CYCLE,14,20,3.5,8,7,3,55.5,276.0,25.9,-6.4,82.1,23.1,62.8,65.41,2942.3,20261.5,84.4,36.9,29.1,20.0,10.0,23.4,-46.1,-2.04,106.2,0.8,0.62,18.7,4.1,2.0,11.5,18.7,36.0,5.0,,"{""2021"": -0.48, ""2022"": -0.16, ""2023"": 3.38, ""2024"": 6.97, ""2025"": 13.07}",3.38,True,True,3.38,81.7,19.1,55.6,29.49,3.38,proxy:cycle→normalized,proxy,-62.8,0,23.1,proxy,,,0,1.5,2,0,0,3.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,163.3,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,10.0,63.0,140.0,-96.0,-77.0,-49.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+82%、加速+23pp、ROE84%,週期高峰、現金流背離、股本+19%、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
2645,長榮航太,航運,588.0,CYCLE,23,13,4,9,4,2,55,173.5,6.1,-31.0,14.0,7.9,11.1,7.84,78.2,179.2,22.3,23.1,21.2,0.1,18.8,0.1,37.7,3.26,71.4,4.6,-0.36,0.0,22.1,34.0,21.2,23.1,27.0,26.1,,"{""2023"": 4.92, ""2024"": 4.89, ""2025"": 5.46}",4.92,True,True,4.92,35.3,2.4,6.66,5.79,4.92,proxy:cycle→normalized,proxy,-14.4,101.0,7.9,proxy,,,0,4,0,0,0,4,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,70.5,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,78.0,114.0,153.0,-55.0,-34.0,-12.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,ROE22%、FCF38%,週期高峰、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
3006,晶豪科,半導體,567.0,CYCLE,22,16,3.5,5,6,2,54.5,278.5,55.7,-4.8,474.9,196.8,227.0,31.16,999,,70.0,135.5,40.4,29.8,14.7,30.4,49.6,1.87,4.6,3.5,-1.1,4.2,8.8,40.0,6.3,10.6,27.5,10.5,,"{""2021"": 17.76, ""2022"": 3.71, ""2023"": -4.36, ""2024"": 1.8, ""2025"": 0.87}",1.8,True,True,1.8,154.7,25.7,26.49,14.14,1.8,proxy:cycle→normalized,proxy,-61.3,,196.8,proxy,,,0,1.5,2,0,0,3.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,309.4,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,9.0,19.0,57.0,-97.0,-93.0,-80.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+475%、加速+197pp、ROE70%、FCF50%,週期高峰、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
5607,遠雄港,航運,176.0,CYCLE,14,20,3.5,4,10,3,54.5,56.8,18.3,-0.7,38.0,4.5,31.6,3.64,50.4,50.0,12.2,8.4,51.5,3.4,53.1,7.2,86.9,3.87,4.6,20.4,1.78,10.2,15.6,20.0,15.9,18.4,21.3,11.8,0.63,"{""2021"": 2.48, ""2022"": 4.28, ""2023"": 2.99, ""2024"": 1.99, ""2025"": 2.78}",2.78,True,False,2.78,20.4,-1.6,4.8,5.57,6.1,proxy:raw44%→g1=32%衰減,proxy,18.8,-0.4,4.5,proxy,,,0,1.5,2,0,0,3.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,18.6,合理(≤PE p75)(proxy EPS),71.0,112.0,149.0,26.0,98.0,163.0,,auto,9.9,False,True,8,無證據帳本,False,,,,,,,營收+38%、FCF87%、翻倍PE合理,股本+10%、待質化,WATCH,分數<65,False,,,
2451,創見,半導體,1303.0,CYCLE,23,16,2,3,7,3,54,284.5,15.5,-18.5,321.6,-160.1,320.1,57.76,1465.3,2726.5,92.4,115.0,65.1,35.8,29.1,42.1,49.3,0.8,-76.3,0.1,-0.61,0.5,5.0,1.0,12.3,16.1,22.5,5.8,,"{""2021"": 5.89, ""2022"": 5.73, ""2023"": 4.63, ""2024"": 5.39, ""2025"": 12.98}",5.73,True,True,5.73,49.7,36.0,49.1,27.41,5.73,proxy:cycle→normalized,proxy,-53.7,0,-160.1,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,99.3,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,21.0,92.0,148.0,-92.0,-68.0,-48.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+322%、ROE92%、FCF49%,週期高峰、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
5007,三星,鋼鐵,172.0,CYCLE,22,13,1,10,6,2,54,56.4,2.4,-3.6,10.9,17.7,-3.5,3.53,24.3,125.0,15.2,16.4,26.1,1.6,24.9,1.6,36.1,2.46,-0.2,5.7,-0.94,0.0,15.9,43.0,15.0,16.3,17.4,13.9,1.54,"{""2021"": 3.34, ""2022"": 3.6, ""2023"": 3.38, ""2024"": 3.58, ""2025"": 3.02}",3.38,True,False,3.38,16.7,1.2,4.07,4.38,4.58,proxy:raw18%→g1=15%衰減,proxy,9.0,100.7,17.7,proxy,,,0,0,1,0,0,1,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,24.6,淘汰(PE不合理)(proxy EPS),52.0,75.0,92.0,-9.0,32.0,62.0,0.27,auto,3.74,False,False,8,無證據帳本,False,,,,,,,加速+18pp、FCF36%,翻倍需PE過高、待質化,WATCH,分數<65,False,,,
6505,台塑化,油電燃氣,5220.0,CYCLE,18,19,2,5,6,3,53,78.1,38.8,-16.2,25.9,18.0,5.3,5.76,999,,14.4,11.1,10.9,10.7,6.0,10.7,12.8,2.79,-4.4,2.9,-0.42,0.0,13.6,2.0,18.4,29.1,67.8,15.9,,"{""2021"": 5.19, ""2022"": 1.51, ""2023"": 2.3, ""2024"": 0.63, ""2025"": 1.04}",1.51,True,True,1.51,51.7,4.9,4.9,3.2,1.51,proxy:cycle→normalized,proxy,-36.0,,18.0,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,103.4,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,15.0,44.0,118.0,-80.0,-44.0,51.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,加速+18pp、FCF13%,週期高峰、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
2344,華邦電,半導體,4883.0,CYCLE,22,16,2,5,5,1,51,174.0,41.1,-21.6,257.0,105.1,131.1,9.06,999,,33.7,26.7,52.0,25.9,35.3,31.8,29.4,2.33,-38.4,14.9,-0.22,7.7,19.2,54.0,7.5,15.7,76.0,22.6,,"{""2021"": 3.43, ""2022"": 3.25, ""2023"": -0.29, ""2024"": 0.15, ""2025"": 0.88}",0.88,True,True,0.88,197.7,16.7,7.7,4.29,0.88,proxy:cycle→normalized,proxy,-54.0,,105.1,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,395.5,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,5.0,14.0,77.0,-97.0,-92.0,-56.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+257%、加速+105pp、ROE34%、FCF29%,週期高峰、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
8271,宇瞻,半導體,311.0,CYCLE,16,16,6,3,7,3,51,217.0,29.7,-14.7,180.9,-111.7,178.6,40.43,1657.8,1952.0,81.9,49.3,37.4,22.5,19.1,20.3,-24.8,-1.17,870.0,2.7,0.18,0.7,5.4,0.0,10.0,13.4,16.1,6.3,,"{""2021"": 4.81, ""2022"": 5.25, ""2023"": 4.51, ""2024"": 2.19, ""2025"": 6.7}",4.81,True,True,4.81,45.1,18.3,34.37,19.59,4.81,proxy:cycle→normalized,proxy,-50.8,0,-111.7,proxy,,,0,4,2,0,0,6,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,90.2,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,19.0,64.0,89.0,-91.0,-70.0,-59.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+181%、ROE82%,週期高峰、現金流背離、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
9958,世紀鋼,鋼鐵,251.0,CYCLE,16,11,5,5,10,3,50,88.1,-23.8,-62.1,82.1,53.8,29.8,7.04,23.5,-33.8,15.4,21.1,27.7,1.8,23.6,-0.3,-18.7,8.48,271.8,115.1,0.21,3.6,12.5,0.0,19.2,26.2,35.5,9.3,0.45,"{""2021"": 5.46, ""2022"": 1.59, ""2023"": 4.45, ""2024"": 6.95, ""2025"": 6.56}",5.46,True,False,5.46,16.1,4.1,9.52,11.2,12.39,proxy:raw53%→g1=35%衰減,proxy,20.7,-57.3,53.8,proxy,,,0,4,1,0,0,5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,14.2,合理(≤PE中位)(proxy EPS),116.0,325.0,506.0,32.0,268.0,474.0,,auto,9.9,True,True,8,無證據帳本,False,,,,,,,營收+82%、加速+54pp、翻倍PE合理,待質化,WATCH,分數<65,False,,,
2101,南港,橡膠,243.0,CYCLE,19,16,2,0,7,3,47,31.4,-6.8,-35.3,176.7,-11.7,13.0,5.54,129.9,,31.5,16.7,31.4,5.5,20.8,5.1,54.3,0.93,-39.0,1.7,1.04,-12.0,5.5,0.0,11.3,17.4,70.0,6.7,,"{""2021"": -0.27, ""2022"": -1.22, ""2023"": 0.15, ""2024"": 3.53, ""2025"": 1.01}",0.15,True,True,0.15,209.3,10.6,4.71,2.43,0.15,proxy:cycle→normalized,proxy,-70.0,,-11.7,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,418.7,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,1.0,3.0,12.0,-98.0,-92.0,-62.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+177%、ROE32%、FCF54%,週期高峰、股本+-12%、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
1303,南亞,塑膠,7439.0,CYCLE,12,20,3.5,5,3,2,45.5,225.5,108.7,-7.0,35.9,28.7,9.8,6.2,999,,12.7,2.6,12.1,4.4,9.7,4.9,-1.6,1.45,1.9,11.0,0.82,0.0,36.4,45.0,11.1,46.2,85.3,42.8,,"{""2021"": 10.26, ""2022"": 4.06, ""2023"": 0.8, ""2024"": 0.43, ""2025"": 0.57}",0.8,True,True,0.8,281.9,2.4,5.27,3.03,0.8,proxy:cycle→normalized,proxy,-49.5,,28.7,proxy,,,0,1.5,2,0,0,3.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,2,2,563.8,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,7.0,37.0,78.0,-97.0,-84.0,-65.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+36%、加速+29pp,週期高峰、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
2337,旺宏,半導體,3318.0,CYCLE,20,16,2,5,2,0,45,121.5,10.6,-34.5,190.8,87.4,87.4,4.19,999,,16.6,14.2,35.7,16.9,31.2,28.5,32.9,4.1,-63.2,9.6,-0.42,6.8,28.8,97.0,5.2,7.2,10.7,34.1,,"{""2021"": 6.48, ""2022"": 4.85, ""2023"": -0.92, ""2024"": -1.72, ""2025"": -1.78}",-0.92,True,True,2.1,57.9,4.5,3.56,2.83,2.1,proxy:cycle→normalized,proxy,-20.6,,87.4,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,0,0,115.7,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,8.0,15.0,26.0,-93.0,-88.0,-79.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+191%、加速+87pp、FCF33%,週期高峰、PE位階97%、翻倍需PE過高、待質化,REDUCE,Base<20% 且 PE 位階≥95%、分數<60,False,,,
6177,達麗,建材營造,215.0,CYCLE,10,16,2,5,9,3,45,49.2,10.4,-5.7,647.1,322.4,109.3,9.11,133.0,,38.3,13.2,32.4,5.9,25.2,16.1,-49.6,-3.12,-9.5,0.0,3.54,15.7,5.4,17.0,7.7,10.9,16.4,6.4,,"{""2021"": 4.03, ""2022"": 3.09, ""2023"": 5.1, ""2024"": 5.01, ""2025"": 3.83}",4.03,False,True,4.03,12.2,7.2,7.74,5.89,4.03,proxy:cycle→normalized,proxy,-23.8,,322.4,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,24.4,需Re-rating(proxy EPS)｜週期:用Normalized,16.0,44.0,76.0,-67.0,-11.0,54.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+647%、加速+322pp、ROE38%,週期高峰、現金流背離、股本+16%、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
2408,南亞科,半導體,8738.0,CYCLE,21,16,2,0,4,1,44,496.0,63.9,-8.7,633.9,-35.2,559.0,27.15,999,,42.2,67.3,53.7,64.4,20.2,85.1,58.9,1.76,-23.3,19.0,-1.44,11.4,19.2,69.0,7.8,13.4,30.5,21.5,,"{""2021"": 7.41, ""2022"": 4.71, ""2023"": -2.4, ""2024"": -1.64, ""2025"": 2.13}",2.13,True,True,2.13,232.9,33.5,23.08,12.6,2.13,proxy:cycle→normalized,proxy,-57.2,,-35.2,proxy,,,0,0,2,0,0,2,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,1,1,465.7,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,12.0,29.0,75.0,-97.0,-94.0,-85.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+634%、ROE42%、FCF59%,週期高峰、股本+11%、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
9937,全國,油電燃氣,176.0,CYCLE,20,6,1,8,6,3,44,55.2,0.6,-12.7,14.9,16.6,-0.9,2.58,10.3,14.3,13.8,15.9,12.3,0.6,11.6,0.4,20.1,6.05,-68.0,1.2,-0.59,0.0,21.5,28.0,21.4,25.4,26.7,19.2,2.91,"{""2021"": 2.61, ""2022"": 2.35, ""2023"": 2.54, ""2024"": 2.38, ""2025"": 2.37}",2.38,True,False,2.38,23.2,0.7,2.87,3.03,3.13,proxy:raw13%→g1=11%衰減,proxy,6.6,4.0,16.6,proxy,,,0,0,1,0,0,1,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,35.3,淘汰(PE不合理)(proxy EPS),50.0,80.0,96.0,-9.0,44.0,74.0,0.2,auto,4.9,False,False,8,無證據帳本,False,,,,,,,加速+17pp、FCF20%,翻倍需PE過高、待質化,WATCH,分數<65,False,,,
8926,台汽電,油電燃氣,351.0,CYCLE,13,12,1.5,5,6,3,40.5,57.5,11.2,-29.0,1315.6,839.8,404.1,4.07,59.6,-0.8,17.7,5.4,10.1,-2.4,10.2,-2.2,17.0,2.5,2.6,2.3,5.17,13.7,15.8,4.0,18.7,24.5,27.8,16.6,,"{""2021"": 1.53, ""2022"": 1.54, ""2023"": 1.96, ""2024"": 1.86, ""2025"": 2.45}",1.86,True,True,1.86,30.9,-0.1,3.46,2.66,1.86,proxy:cycle→normalized,proxy,-23.0,-60.4,839.8,proxy,,,0,1.5,0,0,0,1.5,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,61.8,淘汰(PE不合理)(proxy EPS)｜週期:用Normalized,22.0,46.0,59.0,-62.0,-21.0,3.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,營收+1316%、加速+840pp、FCF17%,週期高峰、股本+14%、翻倍需PE過高、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
1307,三芳,塑膠,124.0,CYCLE,14,7,0,5,9,3,38,30.5,-1.9,-34.9,10.4,13.5,2.0,3.35,15.9,,13.6,11.2,31.4,0.1,24.8,-2.2,3.4,2.71,-8.8,17.8,0.09,0.0,9.1,2.0,11.5,15.2,18.3,10.7,,"{""2021"": 0.29, ""2022"": 1.17, ""2023"": 1.92, ""2024"": 3.72, ""2025"": 2.85}",1.92,True,True,1.92,15.9,6.6,2.85,2.38,1.92,proxy:cycle→normalized,proxy,-16.9,,13.5,proxy,,,0,0,0,0,0,0,"platform:none,capacity:proxy,mix:proxy,visibility:none,tam:none",0,False,,0,0,3,3,31.8,需Re-rating(proxy EPS)｜週期:用Normalized,13.0,29.0,40.0,-57.0,-4.0,32.0,,auto,0.0,False,False,8,無證據帳本,False,,,,,,,加速+14pp,週期高峰、待質化,WATCH,分數<65、Base<20%、週期高峰,False,,,
